table,data
label,"{""concept_id"": ""scene_enders"", ""signal_id"": ""sig_ender_type_reversal"", ""signal_type"": ""textual_cue"", ""axis_value"": ""ender_type:reversal"", ""description"": ""ender_type ⇒ reversal"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
label,"{""concept_id"": ""scene_enders"", ""signal_id"": ""sig_ender_type_visual_echo"", ""signal_type"": ""textual_cue"", ""axis_value"": ""ender_type:visual_echo"", ""description"": ""ender_type ⇒ visual_echo"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
label,"{""concept_id"": ""scene_enders"", ""signal_id"": ""sig_intensity_low"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""intensity:low"", ""description"": ""intensity ⇒ low"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
label,"{""concept_id"": ""scene_enders"", ""signal_id"": ""sig_intensity_medium"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""intensity:medium"", ""description"": ""intensity ⇒ medium"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
label,"{""concept_id"": ""scene_enders"", ""signal_id"": ""sig_intensity_high"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""intensity:high"", ""description"": ""intensity ⇒ high"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
label,"{""concept_id"": ""scene_enders"", ""signal_id"": ""sig_hook_strength_soft"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""hook_strength:soft"", ""description"": ""hook_strength ⇒ soft"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
label,"{""concept_id"": ""scene_enders"", ""signal_id"": ""sig_hook_strength_clear"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""hook_strength:clear"", ""description"": ""hook_strength ⇒ clear"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
label,"{""concept_id"": ""scene_enders"", ""signal_id"": ""sig_hook_strength_urgent"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""hook_strength:urgent"", ""description"": ""hook_strength ⇒ urgent"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
label,"{""concept_id"": ""scene_enders"", ""signal_id"": ""sig_connection_plot"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""connection:plot"", ""description"": ""connection ⇒ plot"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
label,"{""concept_id"": ""scene_enders"", ""signal_id"": ""sig_connection_character"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""connection:character"", ""description"": ""connection ⇒ character"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
label,"{""concept_id"": ""scene_enders"", ""signal_id"": ""sig_connection_theme"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""connection:theme"", ""description"": ""connection ⇒ theme"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
label,"{""blueprint_id"": ""bp_enders_tri"", ""concept_id"": ""scene_enders"", ""cognitive_goal"": ""design"", ""task_type"": ""compose"", ""prompt_template"": ""Draft three enders (resolving/cliffhanger/reflective) for the same scene goal; choose the best and justify."", ""expected_features"": ""Choices fit purpose; variety in tone/pacing."", ""scoring_method"": ""pattern|rubric"", ""rubric_levels"": {""Exceeds"": ""Accurate + justified"", ""Meets"": ""Mostly correct"", ""Developing"": ""Vague/incorrect""}, ""variation_axes"": ""ender_type|intensity|hook_strength|connection"", ""difficulty"": 2, ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
label,"{""blueprint_id"": ""bp_enders_swap"", ""concept_id"": ""scene_enders"", ""cognitive_goal"": ""revise"", ""task_type"": ""transform"", ""prompt_template"": ""Swap an existing ender to a different type without breaking logic."", ""expected_features"": ""Reader experience changes; continuity holds."", ""scoring_method"": ""pattern|rubric"", ""rubric_levels"": {""Exceeds"": ""Accurate + justified"", ""Meets"": ""Mostly correct"", ""Developing"": ""Vague/incorrect""}, ""variation_axes"": ""ender_type|intensity|hook_strength|connection"", ""difficulty"": 3, ""source_file"": ""Scene Enders.md"", ""source_md5"": ""9c6d5bdefa0889dbb41c1c9b5b1e92fd"", ""last_modified_iso"": ""2025-09-30T20:40:10.581822Z""}"
