table,data
label,"{""concept_id"": ""symbolism"", ""signal_id"": ""sig_evolution_evolving"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""evolution:evolving"", ""description"": ""evolution ⇒ evolving"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Symbolism.md"", ""source_md5"": ""e114aeda34470605f9e8ff8c320949c3"", ""last_modified_iso"": ""2025-09-30T20:59:14.515094Z""}"
label,"{""concept_id"": ""symbolism"", ""signal_id"": ""sig_recurrence_once"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""recurrence:once"", ""description"": ""recurrence ⇒ once"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Symbolism.md"", ""source_md5"": ""e114aeda34470605f9e8ff8c320949c3"", ""last_modified_iso"": ""2025-09-30T20:59:14.515094Z""}"
label,"{""concept_id"": ""symbolism"", ""signal_id"": ""sig_recurrence_recurring"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""recurrence:recurring"", ""description"": ""recurrence ⇒ recurring"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Symbolism.md"", ""source_md5"": ""e114aeda34470605f9e8ff8c320949c3"", ""last_modified_iso"": ""2025-09-30T20:59:14.515094Z""}"
label,"{""concept_id"": ""symbolism"", ""signal_id"": ""sig_emotional_resonance_low"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""emotional_resonance:low"", ""description"": ""emotional_resonance ⇒ low"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Symbolism.md"", ""source_md5"": ""e114aeda34470605f9e8ff8c320949c3"", ""last_modified_iso"": ""2025-09-30T20:59:14.515094Z""}"
label,"{""concept_id"": ""symbolism"", ""signal_id"": ""sig_emotional_resonance_medium"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""emotional_resonance:medium"", ""description"": ""emotional_resonance ⇒ medium"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Symbolism.md"", ""source_md5"": ""e114aeda34470605f9e8ff8c320949c3"", ""last_modified_iso"": ""2025-09-30T20:59:14.515094Z""}"
label,"{""concept_id"": ""symbolism"", ""signal_id"": ""sig_emotional_resonance_high"", ""signal_type"": ""structural_pattern"", ""axis_value"": ""emotional_resonance:high"", ""description"": ""emotional_resonance ⇒ high"", ""detection_hint"": """", ""false_positive_risks"": """", ""minimal_example"": """", ""counterexample"": """", ""source_file"": ""Symbolism.md"", ""source_md5"": ""e114aeda34470605f9e8ff8c320949c3"", ""last_modified_iso"": ""2025-09-30T20:59:14.515094Z""}"
label,"{""concept_id"": ""symbolism"", ""misconception_id"": ""cliche_symbol"", ""description"": ""Overused, on-the-nose symbol dulls meaning."", ""tells"": """", ""likely_causes"": """", ""corrective_feedback"": """", ""micro_drill"": """", ""source_file"": ""Symbolism.md"", ""source_md5"": ""e114aeda34470605f9e8ff8c320949c3"", ""last_modified_iso"": ""2025-09-30T20:59:14.515094Z""}"
label,"{""concept_id"": ""symbolism"", ""misconception_id"": ""symbol_dump"", ""description"": ""Explaining the symbol kills subtext."", ""tells"": """", ""likely_causes"": """", ""corrective_feedback"": """", ""micro_drill"": """", ""source_file"": ""Symbolism.md"", ""source_md5"": ""e114aeda34470605f9e8ff8c320949c3"", ""last_modified_iso"": ""2025-09-30T20:59:14.515094Z""}"
label,"{""concept_id"": ""symbolism"", ""misconception_id"": ""symbol_without_arc"", ""description"": ""Symbol appears but never evolves or pays off."", ""tells"": """", ""likely_causes"": """", ""corrective_feedback"": """", ""micro_drill"": """", ""source_file"": ""Symbolism.md"", ""source_md5"": ""e114aeda34470605f9e8ff8c320949c3"", ""last_modified_iso"": ""2025-09-30T20:59:14.515094Z""}"
label,"{""blueprint_id"": ""bp_symbol_seed"", ""concept_id"": ""symbolism"", ""cognitive_goal"": ""design"", ""task_type"": ""compose"", ""prompt_template"": ""Plant a symbol early, return to it twice with evolving context, and define the final payoff."", ""expected_features"": ""Each return adds meaning; payoff lands."", ""scoring_method"": ""pattern|rubric"", ""rubric_levels"": {""Exceeds"": ""Accurate + justified"", ""Meets"": ""Mostly correct"", ""Developing"": ""Vague/incorrect""}, ""variation_axes"": ""carrier|clarity|evolution|recurrence|emotional_resonance"", ""difficulty"": 2, ""source_file"": ""Symbolism.md"", ""source_md5"": ""e114aeda34470605f9e8ff8c320949c3"", ""last_modified_iso"": ""2025-09-30T20:59:14.515094Z""}"
label,"{""blueprint_id"": ""bp_symbol_trim"", ""concept_id"": ""symbolism"", ""cognitive_goal"": ""diagnose"", ""task_type"": ""spot_fix"", ""prompt_template"": ""Trim explicit explanations so the symbol works by implication."", ""expected_features"": ""Meaning remains; exposition reduced."", ""scoring_method"": ""pattern|rubric"", ""rubric_levels"": {""Exceeds"": ""Accurate + justified"", ""Meets"": ""Mostly correct"", ""Developing"": ""Vague/incorrect""}, ""variation_axes"": ""carrier|clarity|evolution|recurrence|emotional_resonance"", ""difficulty"": 2, ""source_file"": ""Symbolism.md"", ""source_md5"": ""e114aeda34470605f9e8ff8c320949c3"", ""last_modified_iso"": ""2025-09-30T20:59:14.515094Z""}"
